text,review,bookname
"Orelha de Livro: AdicioneSabe aquela sensação gostosa que aparece após assistirmos a um típico filme de romance “água com açúcar”, no qual temos uma protagonista vivendo uma transformação pessoal, revendo seus valores e se deparando com um novo e inesperado amor, tendo como cenário uma bela cidadezinha com uma aura de magia? Foi a mesma sensação que tive durante a leitura de O Lago Místico, mais uma obra de Kristin Hannah que não me decepcionou em nada.Embora a autora também demonstre no livro sua, talvez, principal característica – a de fazer uma profunda imersão nas emoções e conflitos internos de suas personagens -, O Lago Místico foi, para mim, sua obra menos intensa e arrasadora. Ainda que eu tenha me emocionado e derramado lágrimas em vários momentos da leitura, senti nela um clima mais ameno que me pareceu diferente de seus outros livros, inclusive capaz de me fazer compará-la com as obras de Nicholas Sparks, as quais sempre despertam em mim uma sensação de calmaria agradável durante o desenrolar da história, mesmo nas mais tristes.Em terceira pessoa, a narrativa se alterna segundo a visão das diferentes personagens que compõe a trama, principalmente sob a ótica de Annie, a protagonista, Nick e Izzy, uma das personagens mais encantadoras criadas por Hannah. Dessa maneira, é possível ter uma visão mais ampla das motivações de cada uma e de suas dificuldades, tornando-se mais fácil compreendê-las. Enquanto Annie passa por um profundo processo de auto-descoberta e reavaliação de sua vida, Nick enfrenta o luto pela morte da esposa e as complicações advindas desse triste acontecimento: o alcoolismo e a distância que passa a existir entre ele e sua filha Izzy, como se ele tivesse desaprendido de ser pai. Izzy, por sua vez, enfrenta, aos seis anos, a perda da mãe e a estranha convivência com o desconhecido que outrora fora seu pai.Uma sempre importante temática nos livros de Kristin Hannah é a maternidade, e ela novamente se faz presente em O Lago Místico. Vemos como a ausência da mãe de Annie por sua morte afetou a vida da protagonista em diferentes aspectos e como isso facilitou a criação de um relacionamento com Izzy, pela situação semelhante enfrentada pela garotinha. Temos, ainda, o papel da própria Annie como mãe e também como esposa, contraposto à essência perdida da personagem ao assumir esses papéis.Mesmo sem achar o livro intenso como os demais da autora, foi impossível não me emocionar durante a leitura. Kristin Hannah tem uma habilidade excepcional de falar sobre emoções e transmiti-las, seja de forma arrebatadora, seja de forma singela. O Lago Místico configurou como uma terna e sensível leitura, e não foi difícil imaginá-la sendo adaptada para os cinemas como o típico filme descrito inicialmente por mim.",460,lago_mistico_o
"Lágrimas de Amor e Café é o quarto livro de Babi A. Sette que leio. O romance, que já é um dos melhores lidos este ano, sem dúvidas se tornou meu favorito da autora.A italiana Angelina, fragilizada pela morte da mãe e pela difícil situação econômica de seu país, aceitou se casar com Pedro, rico brasileiro dono de fazendas de café, pela possibilidade de conforto oferecida ao seu pai e irmã. Na expectativa de que o matrimônio se transformasse pouco a pouco na história de amor e companheirismo que ela testemunhou os pais viverem, ela se frustra ao se ver presa em um relacionamento abusivo, capaz de destruir todos os seus sonhos. Até que ela conhece Vicenzo, imigrante e trabalhador na fazenda do marido, e suas esperanças começam a renascer da amizade surgida entre eles.Como em seus demais livros, a narrativa de Babi A. Sette é sensível e poética, capaz de tanto embelezar quanto — e principalmente — tocar quem a lê. Em terceira pessoa, os capítulos se alternam entre as perspectivas de Angelina e Vicenzo, de maneira que conheçamos de igual maneira não só suas trajetórias individuais, mas principalmente seus sonhos e anseios. Sem dúvida alguma, Lágrimas de Amor e Café foi o livro da autora que mais me envolveu, tendo me prendido na leitura desde a primeira página e me fazendo sentir um turbilhão de emoções até o último parágrafo. Porque assim é a história: uma montanha russa emocional. Angelina e Vicenzo sofrem as mais diversas injustiças, de maneira que sentimos, junto deles, todas as crueldades a que são submetidos. Porém, a autora não nos oferece apenas dores; mais do que isso, ela traz a restauração. Os personagens encontram mãos amigas ao longo de suas jornadas que não só os confortam como fazem descobrir em cada um a força para seguir em frente e, dessa maneira, o que Babi nos entrega é uma mensagem repleta de força, amor e sonhos, como em um delicioso conto de fadas.Eu amei a maneira de como o romance é desenvolvido, principalmente por seu começo sutil, vagaroso e, até mesmo, inocente — há uma pureza no sentimento nascido que dá à história como um todo uma força ainda maior. Com isso, somos levados página a página pelo amor entre o casal e pela torcida para que tenham seu final feliz. Acima de tudo, amei que a aproximação entre ambos se dá pela magia das palavras, uma vez que Angelina é escritora e tem em suas letras um refúgio para as dores que carrega.Para além do romance, Lágrimas de Amor e Café é também parte da história do Brasil. Os personagens, embora fictícios, representam as condições enfrentadas pelos imigrantes europeus ao chegarem no país e que compuseram tantas das famílias que hoje habitam a nação. A homenagem a eles não se dá somente no enredo desenvolvido, mas também nas epígrafes de cada capítulo, que trazem o registro de diferentes famílias italianas chegadas no início do século passado. Ainda, o contexto histórico também aparece nas diferentes relações comerciais e econômicas descritas ao longo da leitura.Lágrimas de Amor e Café foi o último livro que li antes de completar 30 anos e finalizei a leitura poucos minutos antes da meia-noite do meu aniversário. Entre lágrimas de gratidão e esperança, senti o amor e a força com que a história me presenteou e considerei a mensagem passada por Babi A. Sette como um sinal daquilo que deveria levar comigo na nova fase simbólica da minha vida.",461,lagrimas_de_amor_e_cafe
"Vídeo Resenha﻿﻿﻿Resenha EscritaLembranças é o primeiro livro da trilogia distópica de Munir Charruf e, também, romance de estreia do autor, que já tinha publicado pela Giostri as antologias de contos Histórias Soltas e Faces da Guerra.Raquel vive em uma sociedade na qual, todos os dias, as pessoas acordam sem lembranças. Controladas pela tecnologia que lá existe, que as informam de seus ofícios e identidades, vivem dia após dia a mesmice de uma vida sem vínculos com passado, presente e com outros seres humanos. Até que Raquel passa a receber misteriosas pílulas para tomar no lugar das que recebe diariamente. Ao fazer a troca, suas lembranças passam pouco a pouco a retomar, desencadeando uma série de eventos em sua vida.Em terceira pessoa, a narrativa acompanha a perspectiva de Raquel. A escrita de Munir Charruf é ágil e direta, proporcionando uma leitura que envolve rapidamente. Interessante como, em alguns momentos, o autor faz uso da repetição para representar a rotina a que a protagonista está submetida. Também, como o livro começa com o despertar de Raquel em uma manhã, vamos nos situando com ela do universo onde ela vive, experimentando suas mesmas incômodas sensações.Sendo o livro introdutório da trilogia, Lembranças traz a apresentação da sociedade distópica que será mais bem desenvolvida nos volumes posteriores da série. Por hora, assim como é impossível à Raquel ter mais informações sobre onde vive, o leitor também permanece no escuro. Ainda assim, Munir Charruf aos poucos constrói o enredo e sua ambientação, inserindo momentos de flashback que tanto aguçam a curiosidade quanto dão pistas do que pode ter acontecido antes dessa nova sociedade se formar. Mais ao final do romance, as reviravoltas e acontecimentos repletos de tensão dão novo gás narrativo, proporcionando uma leitura ainda mais ágil e que culmina em um final de, no mínimo, nos deixar ansiosos pelo próximo livro.Um recurso importante de Lembranças é a intertextualidade com Matrix através do uso de pílulas azuis e vermelhas no enredo. Assim, o tema central do romance se faz ainda mais evidente: as consequências da falta de consciência de uma sociedade — e a escolha entre a alienação ou não. Há, sim, a discussão do impacto da ausência de memórias na vida individual, como a perda da identidade e inexistência de relações interpessoais, mas o principal está nas consequências em camada coletiva. Sem consciência, uma sociedade se torna muito mais manipulável, explorada e passiva diante de sua condição — reflexão essa que faz paralelo com a questão de falta de consciência de classe, por exemplo, em nossa própria sociedade. Não é difícil chegar a essa conclusão a partir da máxima repetida à exaustão no livro: “O trabalho liberta; obediência é felicidade”.Em linhas gerais, Lembranças me proporcionou uma leitura ágil, envolvente e interessante pelas reflexões proporcionadas, e que certamente me deixou curiosa pelas continuações, nas quais mais do universo criado por Munir Charruf será criado. De qualquer maneira, já é possível observar a crítica a governos totalitários e à chamada de atenção para os problemas proporcionados pela falta de consciência sobre o que se vive. Fica o alerta de conteúdo sensível em algumas passagens que trazem situações de abuso e assédio sexual.",462,lembrancas_lembrancas_1
,463,lenda_de_arion_a
"Em comemoração aos duzentos anos de A Lenda do Cavaleiro Sem Cabeça, a editora Wish trouxe para nós, através de financiamento coletivo, o conto completo de Washington Irving publicado em 1820 e outras três obras menores (“Rip van Winkle”, “O Noivo Espectral” e “O Diabo e Tom Walker”), de talvez menor influência na carreira do autor, mas que me conquistaram por completoO primeiro e principal conto, resenhado aqui no Minha Vida Literária anos atrás em outra edição, vai narrar a história de Ichabod Crane, esguio e supersticioso, que decide viver na vila Sleepy Hollow para trabalhar como professor. É lá que se apaixona por Katrina Van Tassel, filha de um fazendeiro rico. Crane, cujo apreço não nega, tenta de tudo para conquistar sua amada enquanto compete com Brom Bones pela honra de casar com a jovem dama. O problema é que essa não é uma cidade qualquer! A lenda do cavaleiro sem cabeça é ou não é apenas uma história de fantasma?A bem da verdade é que apesar de eu gostar do conto “O Cavaleiro Sem Cabeça”, encontrei na história de “O Diabo e Tom Walker” uma leitura mais envolvente. Não sei ao certo o que me chamou a atenção, mas o trabalho de Washington Irving ao falar sobre um homem mesquinho e que deseja riqueza ao fazer pacto com o diabo pareceu um suspense mais intenso e até dinâmico, com seus diálogos ágeis, cheios de peso e frases que me permitiram uma maior reflexão, como, por exemplo, ao citar que o clamor por perdão na igreja aos domingos é proporcional aos pecados durante a semana. Quanto maior o brado, maior foi o pecado. E isso deixou Tom Walker ainda mais humano no meu ponto de vista, afinal, ao fim da vida, ninguém quer encontrar com o diabo.Aliás, algo que percebi ao longo da leitura é que Washington Irving contrapõe a condição humana aos pecados capitais. Quando ele apresenta um homem que só pensa na farta refeição que vai ter ao longo do dia depois de casado com Katrina Van Tassel, temos a clara visão do pecado da gula, intrínseco à personalidade de Ichabod Crane. Outro personagem no qual consegui identificar um pecado muito bem foi Rip Van Winkle. Ele é notoriamente preguiçoso e seu desejo é se livrar das obrigações em casa para ficar deitado à sombra de uma árvore. Tom Walker com toda a certeza está voltado à luxúria, e o protagonista de “O Noivo Espectral” tende a se equilibrar na corda bamba entre a cobiça e a lealdade para com seu amigo.O que ficou na minha cabeça ao concluir essa obra é a forma ácida e o ambiente sinistro que Washington Irving cria em seus trabalhos, causando no leitor uma imersão poderosa. Com influência gótica, posso descrever A Lenda do Cavaleiro Sem Cabeça e Outros Contos como sendo um dos degraus que levou a literatura de suspense e horror ao que hoje encontramos nos livros de mesmo gênero.",464,lenda_do_cavaleiro_sem_cabeca_e_outros_contos_a
"Orelha de Livro: AdicioneMeu primeiro contato com algum livro de Jo Nesbø se deu através de Boneco de Neve, livro que antecede O Leopardo, 8º volume da série do investigador Harry Hole. Da primeira vez, fiquei admirada com a habilidade do autor em conduzir o suspense da trama e em criar climas de tensão com suas cenas. Agora, fui novamente surpreendida.Embora eu não tenha achado O Leopardo assustador como Boneco de Nevefoi para mim em diversos momentos, o autor demonstrou seu domíniona criação demomentos de agonia, com cenas completamente capazes de causar aflição. Também, a trama desse novo volume conseguiu ser ainda mais complexa. Com uma escrita detalhada, Jo Nesbø não apenas se mostra capaz de situar o leitor muito bem nos cenários descritos como também consegue fazer reflexões interessantes através dos pensamentos e emoções de suas personagens, muito bem delineadas de acordo com suas intricadas características. Harry Hole, acima dos demais, é o anti-herói multifacetado, desapegado de honrarias e comprometido com a luta contra o mal, mas que vive seus próprios conflitos interiores contra seus demônios, sobretudo o alcoolismo. Contudo, nenhuma personagem apresentada segue uma linha maniqueísta: embora algumas pendam mais para uma apresentação positiva e outras para uma mais negativa, todas se mostram complexas, o que dota cada uma delas de uma realidade extremamente notável.A investigação de homicídio toma o primeiro plano do enredo, sendo a ação principal a ser desenvolvida. Entretanto, outros conflitos assumem importância e contribuem para a construção de uma profunda teia de acontecimentos, como a luta entre a Divisão de Homicídios e a Kripos, nova divisão policial de Oslo; o agravamento da doença do pai de Hole; o próprio combate interno enfrentado pelo protagonista– seu desejo de afastamento de seu cargo contraposto a sua sensação de dever na investigação e ao seu incontrolável desejo de solucioná-lo.Não apenas as várias camadas da trama fazem dela complexa como o próprio desfecho da investigação assim se mostrou: Jo Nesbø conseguiu me surpreender por diversas vezes ao longo da leitura, trazendo conclusões inimagináveis. Muitas reviravoltas no enredo, inclusive, não necessariamente diretamente ligadasao caso, tiveram igual impacto em mim.Embora eu tenha iniciado a leitura da série pelo 7º volume, não senti prejuízo de compreensão do conteúdo por não ter lidos os primeiros volumes. Inclusive, o fato de eu ter lido Boneco de Neve antes de O Leopardo não me acrescentou muito, tendo em vista que eu já havia me esquecido de boa parte de seuteor. Ainda assim, a leitura sequencial de qualquer série acrescenta uma compreensão muito melhor de seu universo e de suas personagens, como também proporciona um maior envolvimento, de modo geral.Os fãs de thrillers policiais não podem deixar de conhecer Harry Hole e seus casos, considerando a excelência da história e de seu desenvolvimento construídos por Jo Nesbø. Aos que tiverem oportunidade, a editora Record também publicou os primeiros volumes da série – que atualmente conta com 10 livros, 4ainda não lançados no Brasil (a série começou a ser publicada pelo 3º volume) -, porém com capas que diferem do padrão dos dois últimos por aqui lançados.Outros volumes da série(Apenas os títulos em português já foram publicados no Brasil)",465,leopardo_o_harry_hole_8
"Levantado do Chão é considerado um livro de transição na obra José Saramago, no qual, pela primeira vez, o autor apresenta o estilo literário que viria a consagrá-lo e a caracterizar sua narrativa.Nele, conhecemos a história dos Mau-Tempo, família da região do Alentejo que nos é apresentada durante três gerações. Porém, não apenas a trajetória de seus membros é narrada, mas sim também a própria evolução de Portugal. Assim, conforme acompanhamos as mudanças na família, também vemos a transição do país, que, em menos de um século, passou de Monarquia à República e viveu anos de ditadura militar até conquistar a democracia, após a Revolução dos Cravos — evento que encerra o livro. Dessa maneira, cada geração representa uma diferente etapa dessa trajetória da nação, que passa da submissão ao questionamento até atingir o estágio de luta e revolução.O interessante é que a história do país não é diretamente contada ou apresentada em um primeiro plano. Ela está lá, presente durante toda a narrativa de Levantado do Chão, mas de uma maneira indireta. Há apenas algumas passagens que fazem menção ao contexto sócio-político do momento, justamente para descrever as conjunturas das quais as personagens fazem parte, uma vez que elas afetam diretamente a vida dos Mau-Tempo.Se há uma interligação entre a história das personagens e a do país, isso também ocorre entre elas e o espaço onde os eventos se desenrolam. As diversas menções à natureza e a caracterização do cenário como um todo metaforicamente dizem respeito às próprias personagens apresentadas. Assim, a linguagem poética de Saramago é um dos pontos mais notáveis de Levantado do Chão. Ao mesmo tempo, sua narrativa é também crítica e política, sendo a visão do autor e sua opinião sobre os fatos facilmente identificáveis na leitura.Acho muito difícil não se sentir impactado pela escrita de Saramago. Há beleza em sua narrativa, que nos causa uma admiração imediata. Suas próprias estruturas complicadas, que mesclam narrativa e diálogos em um só período, contribuem para essa beleza e para a própria maneira do livro nos prender, já que nos força a ter uma atenção redobrada. Ainda assim, fiz uma leitura muito menos envolvente do que aconteceu em Ensaio Sobre a Cegueira, talvez pela temática e abordagem do segundo me interessar mais do que a de Levantado do Chão.Independentemente disso, a experiência de ler Saramago é sempre válida e incrível. Levantado do Chão traz sua essência no próprio título: do chão, o estilo que viria a consagrar o autor se levanta. Do chão, o homem se levanta rumo à luta por seus direitos e por uma vida mais digna. E do chão, levanta-se toda uma nação.",466,levantado_do_chao
"Orelha de Livro: AdicioneConheci Rainbow Rowell por acaso. Pesquisando por chick-lits ainda não lançados no Brasil para minha coluna no Livros & Fuxicos, me deparei com Ligações e fiquei instantaneamente atraída por sua sinopse. Na época, Eleanor & Park, também da autora, já havia sido publicado pela editora Novo Século, mas eu não havia feito a associação entre as obras até começar a receber comentários totalmente entusiasmados sobre Rowell. Desde então, passei a ansiar por essa leitura e, tendo ganhado o livro de presente esse mês, comecei a lê-lo praticamente após tê-lo recebido.Aqui, temos a história de Georgie McCool, roteirista de séries televisivas casada há mais de 15 anos com Neal, seu namorado da época da faculdade. Workaholic e ambiciosa, foi ela quem sempre se comprometeu com o trabalho fora de casa, enquanto seu marido assumiu a função de “dono de casa” e pai integral para que ela pudesse seguir com sua carreira. Agora, em meio a um casamento que enfrenta problemas, Georgie recebe a proposta de seus sonhos. Mas, para isso, precisa abdicar de sua viagem com a família em pleno Natal, vendo-se, então, sozinha. Até que, ao ligar para o marido, ela nota que algo de muito estranho está acontecendo: ela parece estar comunicando com o Neal do passado.Confesso que demorei um pouco para realmente me maravilhar com a leitura. Senti que, de alguma forma, estive um pouco distante das personagens e da história como um todo por conta da escrita da própria autora. Embora a narrativa seja em terceira pessoa e através da visão de Georgie, não acredito que tenha sido esse o motivo para meu distanciamento. Algo na escrita em si de Rowell me causou um estranhamento que, até agora, não fui capaz de identificar muito bem.Entretanto, mesmo que um pouco distante, foi impossível não me sentir atraída pelo mistério da trama – estaria Georgie, de fato, se comunicando com o passado? Qual o motivo para isso? Teria ela que modificar algum acontecimento de sua própria vida? – Foram muitas as perguntas nesse sentido, até que, finalmente, consegui compreender a situação antes dela ser revelada, algo que minimizou um pouco o quesito “surpreendente” da obra. Ainda assim, não acredito que seja esse o motivo que faz dela tão especial e incrível em minha visão.Em primeiro lugar, amei como a autora foi capaz de inserir tantos elementos que quebram tabus, preconceitos e convenções muitas vezes impostas socialmente de forma tão simples. Neal é quem abdicou de sua carreira pela família, não Georgie – como seria mais esperado, já que, infelizmente, essa tarefa ainda é imposta às mulheres na maioria das vezes. A mãe de Georgie é uma mulher já bem mais velha, mas segura de sua sensualidade – uma característica comumente desassociada das mulheres ao passar dos anos – e casada com um homem muitos anos mais novo. Ainda, é comum que os personagens façam comentários chamando a atenção para possíveis sexismos, evitando tal postura. Depois, foi impossível não me apaixonar pelas personagens e pela história vivida por elas. Georgie, mesmo muito focada em sua carreira, é completamente apegada a sua família, sendo incapaz de se imaginar sem o marido e as filhas, e Rainbow Rowell criou uma atmosfera familiar como ninguém. Senti todo o carinho da protagonista por suas meninas, toda sua preocupação e amor com elas. Ao mesmo tempo, me encantei pela história de Georgie e Neal, sobretudo pelo próprio Neal. Ainda que suas personalidades possam ser, por vezes, opostas, há um amor imenso entre eles e é justamente essa a força da história. Por amar Georgie, Neal tomou todas as atitudes que um marido e um pai devem tomar, e se tornou uma das minhas figuras masculinas queridinhas da literatura. Georgie, por sua vez, ainda que passe por um processo de amadurecimento no enredo – o que indica nem sempre tomar todas as atitudes ideais -, é completamente consciente de suas próprias características, as vezes ingratas, e do marido maravilhoso que tem ao seu lado. Ainda, é emocionante vê-la tão preocupada em salvar o próprio casamento.Em linhas gerais, foi o amor presente em Ligações quem principalmente me conquistou e fez com que eu terminasse a leitura emocionada, colocando a obra em minha lista de favoritos. Com uma escrita leve e, por vezes, divertida, Rowell foi capaz de criar um livro sensível e completamente apaixonante.",467,ligacoes
"Orelha de Livro:AdicioneRomances de época geralmente têm o poder de transportar o leitor para um universo muito envolvente, sobretudo, por ser diferente de uma história retratada em um período mais contemporâneo, por apresentar elementos atrativos e personagens que desafiam as normas, valores e costumes do seu tempo ou por simplesmente despertarem a curiosidade dos leitores pelo carisma e pelas polêmicas com as quais se envolvem no decorrer de cada história. E com esse livro não é diferente, preparem-se para adentrar em uma história na qual cada um dos personagens possui uma personalidade marcante e passa por uma trajetória que nos gera inúmeras expectativas, tudo isso envolto por uma escrita atrativa, clara e enfática.Esse é o primeiro livro da série Os Bedwyns e narra a história do coronel lorde Aidan Bedwyn, que já começa a trama com uma missão a cumprir: ir em busca da irmã do capitão Percival Morris, que, à beira da morte no meio da guerra, pede para o coronel levar a noticia da sua morte para ela e protegê-la a todo custo. A irmã do capitão Morris, Eve, é uma jovem independente e de personalidade forte, além disso, ajuda várias pessoas ao seu redor, inclusive lhes dando emprego e moradia em sua propriedade. O fato é que, com a morte do seu irmão, Eve perderá a sua fortuna, a não ser que cumpra uma das condições deixadas no testamento pelo seu pai, que seria casar-se até uma data limite. Esse é o ponto central da trama, que se mostra muito bem conectada a cada capítulo, tanto no que se refere aos personagens quanto no que se refere à própria história e à intimidade que a autora possui com ela.A narrativa em terceira pessoa é muito envolvente, desde o primeiro capítulo a autora já conseguiu me prender totalmente e isso se deu em decorrência da sua escrita atrativa e pela maneira como ela conseguiu construir os personagens e apresentá-los em um primeiro livro de uma série sem perder a centralidade dessa primeira história. É comum que o primeiro livro de algumas séries se limitem a apresentar os personagens por páginas e mais páginas, desenvolvendo de modo restrito a condução da narrativa, o que não foi o caso desse livro, que embora seja um pouco previsível em alguns aspectos, não deixa de ser uma leitura atraente.Indico a leitura para quem gosta do gênero, certamente a autora tem muito a desenvolver em relação a esses personagens e aos tantos outros que ainda aparecerão nos livros seguintes. Se você procura uma história bem construída, permeada por relações familiares, amores, paixões e dúvidas, essa série é uma ótima pedida.",468,ligeiramente_casados_os_bedwyns_1
"Orelha de Livro: AdicioneLigeiramente Maliciosos é segundo livro da série Os Bedwyns escrita por Mary Balogh e que contempla a categoria de romances de época. Uma das coisas que mais me agradaram na escrita da autora, desde o primeiro livro, é que ela é clara, objetiva e muito envolvente. Balogh segue uma estrutura narrativa que, apesar de previsível em alguns momentos, nos permite divagar por lugares e épocas repletas de tensões sociais, amores impossíveis e conflitos familiares.Nesse livro conhecemos Judith Law e de inicio já captamos a sua essência. Longe de ser uma mocinha sem graça, ela parece encarar a vida com certo otimismo e confiança, mesmo em meio às dificuldades que lhe recaem. Filha de um rigoroso pastor, Judith segue viagem para a casa da sua tia, um lugar nada animador, mas a viagem é necessária. Assim, logo nas primeiras páginas o leitor já é arrebatado pela aventura em que a protagonista acaba por se envolver.Eis que, por ironia do destino, o que já estava ruim para Judith fica ainda pior: como se não bastasse a viagem tumultuada e repleta de pessoas incômodas ao seu redor, acontece um acidente com a diligência na qual está viajando e muitas pessoas ficam feridas. Ela prontamente se disponibiliza a ajudar os feridos, fazendo ataduras e ajudando-os de algum modo. De repente, surge na estrada, montado em um cavalo, um homem que resolve parar e oferecer ajuda. Por mais que pareça história de contos de fadas, esse homem acaba por mudar os rumos da vida de Judith e chega para tornar a aventura dessa mocinha ainda mais arrebatadora e inesquecível.Ligeiramente Maliciosos se configura como um romance que começa com uma aventura na qual os dois protagonistas se envolvem de corpo e alma desde seu primeiro encontro, mas com um detalhe: os dois se apresentam um para o outro, por algum motivo, com identidades diferentes das verdadeiras o leitor só descobrirá o motivo para tal no decorrer da narrativa. Porém, que grandes confusões poderia haver no futuro depois de uma aventura tão forte e verdadeira no presente? O que posso adiantar é que a teia de relações criadas para esse conjunto de situações é bastante atrativa.Minha impressão foi a de que tudo aconteceria muito rápido nesse livro e que mais na frente a autora não teria mais o que contar, já que nas primeiras páginas os protagonistas já engatam em um romance inusitado e ardente. Contudo, me enganei, pois, longe de ficar repetitivo, o livro foi ficando cada vez mais instigante.A narrativa em terceira pessoa é bastante fluida e os diálogos são rápidos e envolventes. Os personagens, muito bem delineados, possuem características marcantes e personalidades fortes – o que me agradou bastante. Preciso ressaltar que o título do livro faz jus à trama e nos primeiros capítulos já nos deparamos com cenas um pouco “maliciosas”, digamos assim. No entanto, nada muito pesado ou que torne a leitura vulgar, a escritora soube dosar as cenas mais intensas de um modo tranquilo.A meu ver, é um livro que cumpre seu papel, que consegue nos proporcionar momentos de entretenimento e leveza. Não deixa de ter alguns clichês, mas isso não diminui seu valor enquanto romance de época, ao contrário, alguns clichês tem lá seu charme e fariam até falta num livro desse tipo.",469,ligeiramente_maliciosos_os_bedwyns_1
"FICHA TÉCNICAAno de Publicação (nova edição): 2019RESENHA: A Linguagem do AmorA Linguagem do Amor é o best-seller de Lola Salgado. Publicado de maneira independente em 2017, o livro conta com mais de 10 milhões de leituras na plataforma KDP da Amazon e ganhou uma nova edição em 2019, quando foi publicado em formato físico em tiragem única através de campanha de financiamento coletivo. Atualmente, está disponível para compra apenas em eBook.Rebecca tem 19 anos e o sonho de trabalhar em uma grande editora. Criada pelos avós, sempre deu seu melhor para não repetir os erros da mãe. Quando decide cursar Letras em outro estado, está determinada a investir em seu futuro. Contudo, o novo professor de Produção Textual, Adônis — apelidado de Carrasco — dificultará a boa convivência de Rebecca na faculdade, já que o temperamento grosseiro do professor instiga o medo e o desconforto nos alunos.Com uma narrativa deliciosamente fluida, imergi em A Linguagem do Amor logo nas primeiras páginas, devorando a história sem mal senti-la, como costuma ser característico em meus contatos com a escrita de Lola Salgado. O curioso é que, ao mesmo tempo em que reconheci no texto aspectos próprios de sua narrativa, também pude perceber seu amadurecimento em obras posteriores, o que foi algo muito positivo de se notar.A Linguagem do Amor é narrado em primeira pessoa por Rebecca, mas conta com alguns poucos capítulos narrados por Adônis, o que contribui para nosso entendimento sobre o passado do mocinho, tão carregado de culpas e traumas. Rebecca também tem os próprios fantasmas para lidar, de maneira que, tão intensa quanto a paixão surgida por eles, é também a carga de dor que os acompanha. Ainda assim, a leitura permanece leve — inclusive pelas muitas passagens bem-humoradas — abordando com delicadeza as dificuldades de cada um.Um dos maiores trunfos da história está em como Lola Salgado a desenvolve no fim. A Linguagem do Amor foca no romance do casal, o que é importante para entendermos a conexão que desenvolvem, mas não deixa de lado suas individualidades, sonhos e buscas pessoais. Assim, a autora traz uma dose importante de realidade ao enredo ao colocar Becca e Adônis em um impasse, que só pode ser resolvido a partir do amadurecimento pessoal de cada um. Ao mesmo tempo, entrega um doce romance, que não desaponta em sua resolução.No resumo, A Linguagem do Amor pode não ter sido meu favorito de Lola Salgado, mas ainda assim foi uma história deliciosa de acompanhar. Ao melhor estilo New Adult, entrega romance e paixão na medida certa — há cenas sensuais, mas nada que configure o livro como erótico — e, principalmente, trata de sonhos, mudanças e do ato de se abrir à vida, apesar das dificuldades que ela impõe, de maneira singela e cativante. Vale dizer que o livro é recheado de referências geeks, bem como as epígrafes dos capítulos são trechos de música, o que torna a leitura ainda mais prazerosa.",470,linguagem_do_amor_a
"Lisbela e o Prisioneiro é uma das obras de destaque do autor pernambucano Osman Lins. Escrita nos anos 60, foi sua primeira peça a ser encenada, obtendo sucesso de público e de crítica. Certamente, quem aprecia o cinema nacional já deve ter assistido à adaptação cinematográfica que se tornou um dos filmes mais atrativos dentre outros do gênero comédia.O livro é escrito em formato de peça e é uma comédia dividida em três atos. A narrativa possui boa fluidez e o autor utiliza muitas expressões populares no decorrer da história.A trama se passa dentro de uma cadeia na cidade de Vitória de Santo Antão, em Pernambuco. Lá conhecemos diversos personagens de nomes bem característicos, como o preso Testa-Seca ou o soldado Jaborandi. Mas os personagens de maior destaque são Lisbela, filha do Tenente Guedes, e Leléu, um artista de circo que se encontra preso e que é conhecido pela sua fama de galanteador.Dentro da cadeia e em meio a conversas e devaneios de todos os gêneros, os personagens demonstram características marcantes que são responsáveis muitas vezes pelo tom cômico dos diálogos. No entanto, a centralidade da trama se baseia no romance de Lisbela e Leléu, um amor impossível que encontra diversas barreiras ante a sua concretização.Para quem é familiarizado com o filme, provavelmente, ao ler a obra, sentirá falta de alguns elementos, por exemplo: as cenas em outros espaços, pois, no livro, todas as cenas se passam na cadeia; a comédia em si, pois, apesar de haver situações e diálogos engraçados, eu não diria que foi um livro que me arrancou risadas do início ao fim, mesmo que tenha me divertido suficientemente, sem dúvidas.Desse modo, foi uma boa experiência de leitura para mim, principalmente porque acho um privilégio termos acesso à obra que deu origem a um filme tão querido. Não poderia deixar de mencionar o fato de esta edição possuir uma capa belíssima e um posfácio muito rico em informações acerca do autor. É sempre um prazer se deleitar sobre livros da nossa literatura nacional e, através de uma leitura como essa, abrir caminhos para tantas outras do gênero.",471,lisbela_e_o_prisioneiro
,472,listas_de_casamento_de_becky_bloom_as_becky_bloom_3
