reviews,explicit aspects,fold
"Ela conseguiu casa - se com ele , mas David morreu antes de conhecer seu unico filho Tony .",,2
"Kate é uma heroina inescrupulosa , não pensa a respeito , faz .",,2
"Ela destruiu a vida de seu filho por pensar somente em a companhia , e depois que as gemeas Alexandra e Eve nasceram , fez de tudo para uma de elas ser a herdeira de a grande fortuna de os Blackwells .",,2
"Quando descobriu que tinha uma "" cobra "" em casa , ja era tarde demais .",,2
"Eve tinha o mal dentro de si , e não estava disposta a deixar a companhia para ninguem , somente ela teria o poder .",,2
Adorei o livro .,livro,2
"É uma obra prima , cheia de tramas e assassinatos .",,2
Vou ler de novo A Senhora de o Jogo .,,2
Adoroooooo esse livro !,livro,2
marcou minha juventude .,,2
"Tudo começa com Jamie McGregor , um jovem escocês pobre que parte para a África de o Sul em busca de fortuna .",,2
"Vai atrás de diamantes ... para alcançar seus objetivos , Jamie enfrentará traições , falta de dinheiro , dificuldades , um espancamento até ser quase morto , para enfim sair - se bem sucedido .",,2
"De os seus primeiros diamantes , Jamie fundará uma companhia de comércio que será a sua vida e de todos os seus descendentes .",,2
"A filha de ele , Kate Blackwell assume a companhia após a morte de seu pai .",,2
"Kate é uma mulher de muita personalidade , focada e obsecada por a companhia e que não mede palavras , atos ou ações em sua luta por o poder .",,2
Faz o que for necessário para o crescimento vertiginoso e sucesso de a companhia .,,2
"Após a 1ª Guerra Mundial , a companhia é um de os maiores empreendimentos de o mundo e Kate preocupa - se com seu futuro .",,2
"Seu filho , Tony não se interessava por negócios quer se tornar um artista .",,2
Kate faz o possível e o impossível para convencer o filho a dar sequência a o legado de o avô .,,2
Tony casa - se e sua esposa dá a luz a filhas gêmeas .,,2
"Duas lindas meninas idênticas fisicamente , mas de personalidade totalmente distinta , Eve e Alexandra .... elas herdarão a companhia , mas qual de as duas dará continuidade a os negócios de a família ?",,2
"A história de esta família marcada por assassinatos , escândalos , muito amor , ódio e riqueza em os guia através de cada capítulo em os mantendo "" presos "" a a narrativa .","história
de
esta
família",2
"Os personagens são carismáticos , humanos , enfim reais ... e com suas qualidades e defeitos , erros e acertos são o ponto forte de a trama .",personagens,2
"Sem contar a passagem de a história , onde os relatos sociais e situações transitam em assuntos ainda muito atuais ( exemplo : as diferenças raciais entre negros e brancos em a África de o Sul ) existem passagens de os personagens relacionadas com as duas grandes guerras .",,2
"Enfim , o mestre Sheldon conseguiu com o livro construir um thriller envolvente e instigante .",thriller,2
Amei quando de a leitura de ele em minha juventude e revendo agora bateu aquela vontade de um revival literário a obra .... Minha nota para o livro : 10 .,livro,2
Segue uma de as passagens de o livro onde as características de a personagem Kate são magistralmente explicitadas .,,2
""" Uma ova que me conhecem !",,2
Ninguém me conhece !,,2
Ele parece estar falando de alguma santa .,,2
O que diriam todas essas pessoas se conhecessem a verdadeira Kate Blackwell ?,,2
Gerada por um ladrão e sequestrada antes de completar um ano de idade .,,2
O que pensariam se eu lhes mostrasse as cicatrizes de balas em meu corpo ?,,2
.... Kate Blackwell ...,,2
"Lembro que peguei este livro , aleatoriamente , em a biblioteca de a faculdade .",,2
Foi uma de as melhores escolhas que já fiz em a biblioteca .,,2
""" Ambição , luxúria e cobiça .",,2
Kate Blackwell só joga pra ganhar .,,2
Tão fatal quanto os diamantes que fizeram sua fortuna .,,2
"Emocionante de o princípio a o fim : a chegada de Jamie a a Africa de o sul , o achado de o primeiro diamante em a praia de a Namíbia , as ruas boêmias de Paris , as mansões imponentes de a Inglaterra , as salas de reuniões de a alta sociedade , as alcovas de a América , até a família Macgregor se tornar a elite européia dona de um vasto império comercial que se expandia cada vez mais , de acordo com os planos de a ambiciosa Kate Blackwell , que a meu ver , é uma de as mulheres mais fortes de a literatura .","Kate
Blackwell",2
"Embora seja a manipuladora Kate a protagonista de o livro , minha atenção se voltou mesmo para Jamie e sua luta solitária ... Ah , e a vingança !",,2
"Eis um livro que retrata a vingança em seu esplendor , quando é justamente realizada , e a sangue frio .",,2
O Reverso da Medalha - Sidney Sheldon,,2
Eu li esse livro por a primeira vez quando tinha uns 13 anos .,,2
Tinha mudado de colégio e não conhecia ninguém .,,2
"Acabei me refugiando em a biblioteca em a primeira semana de aula , quando terminei de ler essa obra de o Sidney Sheldon .",,2
Não lembro o que me levou a pegar esse livro .,,2
"Já devia ter ouvido falar em o autor , é o escritor preferido de a minha vó , mas tinha muitas outras opções ali , acabei pegando sem querer mesmo .",,2
"Hoje com 24 anos , reli o livro , não lembrava de quase nada , mas a experiência foi bem diferente .",,2
"Posso dividir o livro em duas partes : em a primeira , o jovem Jamie McGregor vai até a África de o Sul procurar por diamantes , consegue alguém para financiar sua jornada as minas , mas em a volta , descobre que foi enganado .",,2
Tentam terminar com sua vida .,,2
"Ele é salvo em o último momento e a partir dai , sua vida muda , sua aparência muda , sua mente passa a ser movida por a vingança .",,2
"A segunda parte de o livro fala sobre Kate , a filha de Jamie McGregor .",,2
"A sede de vingança e a ganancia devem ter sido transferidos para Kate geneticamente , a garota é pior que o pai , sempre foi obcecada por a empresa Kruger-Brent ( você nunca vai imaginar o motivo de terem dado esse nome ) e nunca mediu esforços para ficar cada vez mais rica , manipulando todos , não escapando nem a família .",,2
Transforma seu filho Tony em um vegetal depois que ele se recusa a virar executivo .,,2
Cria duas netas gêmeas .,,2
Uma de as duas é ainda pior de o que Kate em o quesito ganancia e manipulação .,,2
É uma constante com os McGregor e parece que nunca vai acabar .,,2
"Gostei de reler o livro , mas eu estava muito mais empolgado quando tinha 13 anos .",,2
"Hoje a leitura fluiu mais rápida , mas depois de ler tantos livros de o Vonnegut e de tantos outros autores , eu acho o Sidney Sheldon muito prolixo e as vezes os mistérios são meio previsíveis .",leitura,2
"Bom , apesar de isso , me diverti um bocado discutindo o livro com a minha vó , foi uma experiência que pretendo repetir com outro livro que ela gostar .",,2
"De todos os livros que já li de o Sidney Sheldon , esse é um de os melhores .",,2
"Me surpreendi bastante , tem uma história interessante e com um gostinho de quero mais .",história,2
E ele não se prende em apenas um personagem .,,2
"E sim , em uma família inteira .",,2
"Além de isso , tem uma continuação "" A senhora de o jogo "" .",,2
Muito bom !,,2
Que história !,,2
Kate Blackwell é manipuladora e muito esperta .,,2
"Em o mundo de os negócios , ninguém a superou , e manteve a solidez de o império financeiro que herdou de o pai Jamie McGregor construída sobre a exploração e o comércio de diamantes em a África de o Sul .",,2
"Porem o poder e a riqueza não eram os únicos elementos que faziam parte de a história de esta família : que foi acompanhada por uma trajetória de tragédia , como uma maldição .",,2
Sidney Sheldon em este livro constrói uma saga emocionante .,saga,2
Espetacular !,,2
Eu tinha 15 anos quando meu pai me recomendou esse livro .,,2
"Até então eu só tinha lido livros indicados por os professores , os de a ótima Coleção Vaga-lume .",,2
"Logo em as primeiras págimas me apaixonei por o livro , que considero o melhor de Sidney Sheldon .","livro
o
melhor
de
Sidney
Sheldon",2
Foi por causa de ele que tomei gosto por a leitura .,,2
Cem anos de poder,,2
"Uma família , quatro gerações e a busca por o poder .",,2
"Essa é apenas uma de as meneiras que podemos definir esse livro de Sidney Sheldon , a mais bem elaborada de suas histórias devido tanto a quantidade de tempo em que o enredo se passa ( um século , passando inclusive por as grandes guerras mundiais ) quanto a riqueza de detalhes e realismo de seus personagens .",personagens,2
"A mais marcante é sem dúvida Kate Blackwell , uma mulher de garra que não poupa enforços em sua vida profissional , transformando a herança de o pai em uma de as mais poderosas holdings de o planeta .","Kate
Blackwell",2
"É uma mulher que só joga para ganhar , aniquilando seus concorrentes em o mundo de os negócios , fazendo fortuna e exapandindo seu império por todo os cantos de o planeta .",,2
"A história de a família também é permeada por tragédias , segredos e inveja , nos levando a pensar que as consequências de o poder são maléficas e irreversíveis .",,2
"Pode até ser meio clichê , com certeza esse livro não mudará sua vida em nada , e você não se tornará uma pessoa melhor depois de le-lô .",,2
"Por o contrário , a estrada deliciosa de o poder tem a mão única , levando - o a um derradeiro fim , passando por traições , vingança e assassinato .",,2
O preço de o pedágio pode ser sua própria vida !,,2
Excelente !,,2
Um de os melhores livros de Sydney Sheldon .,,2
"Aprendi a gostar de a leitura em a adolescencia com os livros de ele , prende de o comeco a o fim e ainda cheio de surpresas em o final .",,2
Fantástico,,2
"Sou fã incondicional de os livros de o Sidney Sheldon , mas de todos , este sem dúvida é o melhor .",este,2
Só descobrimos o quanto somos forte de forma bem difícil,,2
"Quem está acostumado a ler Sidney Sheldon , sabe que suas personagens são mulheres de personalidade forte , bem sucedidas e bonitas , mais como todo ser humano normal sujeitas a erros e a responder por os mesmos , mais nossa heroína Tracy foi mais uma vítima de o destino de o que de os seus próprios atos , ela levava uma vida normal , trabalhava em um banco , tinha um noivo uma casa , enfim uma vida estável segundo os padrões de a sociedade , mais tudo muda quando sua mãe comete suicídio ; de aí pra frente sua vida deu uma reviravolta que nem ela própria imaginava de repente ela se viu presa por um crime que não havia cometido , grávida e largada por o noivo por quem acreditava estar apaixonada , mais há bem mais em essa história de o que se aparenta , Tracy resolve provar sua inocência a qualquer custo , e também se vingar de os responsáveis por sua prisão e por a morte de a sua mãe já que não tem mais nada a perder ; as circunstâncias fazem com que ela se torne uma pessoa mais forte , decidida e também mais desconfiada de todos a sua volta , mais o mesmo destino que a pôs em a pior de as situações também a ajudou a sair , finalmente livre e isenta de todas as acusações entra em prática um plano para se vingar de os responsáveis reais por os crimes de os quais ela foi acusada , Tracy teve muito tempo para planejar sua vingança e não deixou pontas soltas , cada um teve o fim merecido e causado por eles próprios .",,2
"Mais não pense que esse é o fim de tudo , estamos apenas em o principio de a aventura que vai se tornar a vida de Tracy , ela vai para Nova York para recomeçar , pois apesar de ter sido inocentada por os crimes de que foi acusada , isso deixou uma mancha irreparável em o seu nome e ela percebeu que não conseguiria mais viver como uma pessoa normal , sua vida nova começa em essa cidade , onde ela encontra - se com Conrad Morgan joalheiro indicado por uma ex-colega de cela , sem saber o que a aguardava em esse encontro que mudou sua vida para sempre .",,2
"Em sua primeira missão ela se encontra com Jeff Stevens , nosso mocinho , cheio de charme essa é a melhor definição para esse personagem fascinante ... Restante de a resenhano blog : http://llucyinthesky.com/ ?","Jeff
Stevens
personagem",2
s=Se+houver+Amanh % C3 % A3,,2
"Primeiro livro de o Sidney Sheldon que eu leio e me apaixono , repleto de suspense e uma pitada de românce eu amei",livro,2
Vingança plena,,2
"Uma mulher inocente é enganada e julgada culpada , a o sair de a prisão tudo o que quer é vingança contra seus inimigos .",,2
"Um livro instigante , uma história com sabor de quero mais , aventuras , vingança , romance é um pouco de o que se pode esperar de a obra de o magnífico Sheldon ...","livro
história",2
"É um livro muito gostoso de se ler , mas é literatura barata .",livro,2
"Não é um romance como pretende ser e nem é original ; é uma coletânea de contos sendo vários de eles pirateados , inclusive um de escritor brasileiro .",,2
"Há um episódio de um jogo de xadrez entre uma moça , que nada sabia de o jogo , e os dois maiores jogadores de o mundo ; há empate de as duas partidas .",,2
"Isto foi escrito por Malba Tahan , Júlio César de Melo e Souza ; não posso precisar o ano , mas eu li esse conto em 1.968 .",,2
"Outros episódios são de o filme "" O rei de os ladrões "" e "" Marnie , confissões de uma ladra "" .",,2
O início de a história em nada se relaciona com o meio ou o final .,início,2
Envolvente,,2
"Uma envolvente história , em a qual a personagem Tracy Witney após ser injustamente acusada e condenada por 15 anos de cadeia , se torna uma vigarista de primeira linhagem .",história,2
"Sai de a cadeia com a idéia fixa de vingança contra aqueles que a colocaram lá e depois de se vingar tenta levar uma vida normal , mas não consegue um emprego decente e então resolve aplicar sofisticados golpes em pessoas que mereciam ser passadas para traz .",,2
Ela faz fortunas de esta forma e fica conhecida em a alta sociedade .,,2
"O que mais impressiona em o livro é como os golpes são aplicados , muito ousados e sem deixar qualquer vestígios ou provas que pudessem coloca - la em a cadeia novamente .",,2
Um livro que vc começa a ler e não quer parar .,livro,2
"Lia muito Sidney Sheldon em o passado e agora retornei lendo NADA DURA PARA SEMPRE e SE HOUVER AMANHÃ , sempre gostei de os livros de ele e agora que recomecei a ler não quero parar .",,2
Melhor que ler Caras,,2
Parece uma versão mais recente de a coleção Bianca e outros de o gênero .,,2
"Constrói uma imagem patética de a heroína , que tem que passar por várias injustiças para se tornar uma ladra .",heroína,2
Melhor se tivesse poupado toda parte em que era uma boa/ingênua/tapada moça e partisse para a parte de os elaborados roubos .,,2
"Mas acaba seguindo o mesmo formato de os filmes de o Van Damme , de o tipo : O cara era um policial bom até que matam sua mulher e ele sai em busca de vingança .",,2
O cara era um policial bom até que matam toda sua família e ele sai em busca de vingança .,,2
"E o que passou essa semana : O cara era um policial bom até que mataram seu parceiro e a mulher e filha de o parceiro , e então ele saí em busca de vingança .",,2
Dãããããã A EDIÇÃO da BESTBOLSO é uma BESTPORCARIA .,,2
"Cheia de erros de impressão , letras faltando sem falar em a falta de necessidade de colocar o texto de cabeça para baixo ( o que chamam de vira vira ) .",,2
Perfeito os planos de a protagonista de o livro ... Bem interessante e eu quase tenho um infarto com as coisas que ela se livrava ... rsrs Indico !,"planos
de
a
protagonista",2
Fantástico,,2
Este livro me inseriu em o mundo de Sidney !,,2
Um de os melhores que já li em a minha vida !,,2
"Um grande clássico de a literatura , que apesar de terminar com final triste , é a realidade pura de o Brasil .",final,3
Capitães da Areia - O Brasil em a década de 1930,,3
"A história de garotos pobres que vivem em as ruas de a Bahia em a década de 1930 , uma de as mais conturbadas de a nossa História .",,3
"Em uma posição notadamente comunista Jorge Amado propõe a o leitor mergulhar em os ingênuos pensamentos de os Capitães de a Areia , meninos que só querem sobreviver em meio a o caos de a miséria .",,3
"Livres de preconceitos os mesmos tem o hábito de praticarem práticas sexuais entre si , o que é abominado por a Igreja Católica até hoje como sendo um pecado .",,3
"Para ' 'instruí - los ' ' entra em cena o Padre José Pedro , um personagem que demonstra querer fazer parte de uma revolução , mas teme ser chamado de um ' subversivo comunista ' , porém a falta de conhecimentos marxistas não o impedem de agir e ajudar os meninos de rua que eram tidos como bandidos indignos de qualquer bondade .",,3
"Cada personagem com a sua essência , sendo que nenhum de eles é grifado como o principal .",,3
"Suas atitudes por vezes impiedosas não nos faz deixar de ter a certeza de que eles não eram maus , apenas não tinham chances de serem bons .",,3
Queriam viver e pra isso sacrificavam qualquer valor que adquirira a o longo de a curta vida de pobreza e abandono .,,3
"De qualquer forma não deixavam de ser crianças inocentes e por que não , valentes .",,3
"Enfim , um livro que prende a nossa atenção , nos faz rir , chorar , refletir ... é mesmo um clássico de a nossa literatura que mostra a face de a nação brasileira de os anos 30 , dividida entre revolucionários e oprimidos .",livro,3
O Primeiro,,3
"Capitães e Areia , depois de gib's e literaura infantil , foi o primeiro livro que lí .",,3
Eu tinha apenas doze anos e precisei ler por conta de um trabalho escolar em a época .,,3
Me surpreendi .,,3
"A história mexeu muito com mim , os personagens , á vida que levavam .",história,3
Preciso rele - lo por que faz muitos anos que li e algumas coisas se apagaram de a minha memória .,,3
"É um livro com uma história marcante , que merece ser conhecido !","livro
história",3
"O que me fez gostar de o livro de primeira foi o começo , com as "" Cartas a a redação "" .",começo,3
"Para mim , o personagem mais interessante é Sem-Pernas .",Sem-Pernas,3
"Com tudo o que ele passou , com toda a sua incapacidade/falta de vontade de amar , todos os seus conflitos e a sua luta para fazer o certo quando o certo era necessário .",,3
"Depois , vem Dora .",,3
"Ela era uma menina digna , com um final indigno para a mulher corajosa que era .",,3
"Dora era a luz , o calor e a alegria em o trapiche .",,3
"Era mãe , irmã , noiva e esposa a o mesmo tempo .",,3
"É interessante ter praticamente só para ela uma parte inteira de o livro , a parte de o meio , a que preenchia o livro assim como ela preenchia o vazio que existia em o trapiche .",,3
"A história vai sendo contada entre furtos , brigas , fugas , e todo um mar de emoções .",,3
"A narração de Jorge Amado tem parágrafos enormes e é repetitiva ( eu deveria ter contado quantas vezes ele dizia que a areia era branca logo em o primeiro capítulo de o livro , só pra citar um exemplo ) , faltando descrições em partes importantes , como as brigas ( tinha uma parte em que alguém ia brigar com alguém , mas antes de a briga acontecer , um já tava em o chão sangrando ) .",,3
"Mas parece a o leitor estar escutando a história de a boca de alguém , talvez de a de o Professor .",,3
Os personagens de Jorge Amado não são rasos .,,3
Eles são quase reais .,,3
"Eles têm que lidar com as situações , porque ninguém pode fazê - lo por eles , e conflitar com seus próprios sentimentos .",,3
Eles têm o senso de justiça e a capacidade de se sacrificar por os outros .,,3
"Eles são adultos em corpo de menino , mas , como diz o padre José Pedro , ainda crianças .",,3
"Eles têm a liberdade , mas a liberdade se mostra muito mais de o que a falta de pais e mães e a capacidade de fazer tudo por conta própria .",,3
"Essa liberdade os Capitães da Areia têm apenas por uns momentos breves , a liberdade longe de a dor , de a angústia e de a realidade pesada em que vivem .",,3
Resenha do Livro Capitães de Areia de Jorge Amado,,3
"Capitães de areia conta a história de meninos de rua , abandonados , orfãos , ou simplismente fujões que desde pequenos roubam para seu próprio sustento a conhecem a vida de um homem também desde cedo .",,3
"O livro é contado desde quando eles eram jovens até o desfecho de cada um de seus personagens principais ( Pedro Bala , Dora , João Grande , Pirulito , Sem-Pernas , Gato , Boa Vida , Volta Seca e Professor ) , é dividido em três partes .",,3
A primeira é basicamente o carrossel que os meninos tanto gostavam e o surto de varíola .,,3
Em a seguda parte é a hora em que Dora a primeira capitã de areia chega para o grupo e acaba que Pedro Bala( líder de o grupo ) se apaixona por ela .,,3
"Já em a terceira parte é o desfecho de o livro , Dora e Sem-Pernas morre , Pirulito entra para a vida cristã , Volta Seca entra para o cangaço , etc. Mas a maioria de esses meninos que ainda estão vivos , são procurados , ou fugitivo de a polícia .",,3
"Jorge Amado retrada bem o seu modo de linguagem fácil de escrita , nos proporcionando prazer a o ler esta história .","linguagem
história",3
Com traços Socialistas e uma crítica forte a o modo capitalista .,,3
Capitães da Areia ( resenha ),,3
"O livro conta que Capitães da Areia são grupos de meninos entre 9 e 16 anos abandonados por os pais , famílias .",,3
"O grupo chegava a quase sem meninos , morando em um trapiche abandonado .",,3
"E que sobrevivem através de assaltos feitos por eles em toda a cidade de Salvador , tendo alguns como principais :Pedro Bala , um menino de quinze anos , loiro , com uma cicatriz em o rosto que era o líder de o grupo , uma espécie de pai para os garotos , pois sabia planejar roubos , trazendo em sua voz a autoridade de chefe ; Professor , apelidaram - o com esse nome por saber e gostar de ler , contar histórias para os outros meninos que não sabiam ler ; Gato , que com seu jeito de malandro sempre acabava conquistando uma prostituta ; Sem- Pernas , o garoto coxo que serve de espião se fingindo de órfão desamparado ( e uma de as casas que vai é bem acolhido , mas trai a família ainda assim , mesmo sem querer fazê - lo de verdade ; Querido- de- Deus , um capoeirista amigo de o grupo ; Pirulito , que tem grande fervor religioso ; Volta Seca , afilhado de Lampião , que tem ódio de as autoridades e o desejo de se tornar cangaceiro ; Dora , que torna a primeira "" Capitã de a Areia "" , acabando por se tornar como mãe , irmã para todos ( a homossexualidade faz parte de a história )mesmo Pedro Bala não aceitando .. .",,3
"Esse livro fala de crianças carentes , abandonadas , vivendo em a rua , não são crianças "" ruins "" , e por assaltar casas não significa que gostavam e sim que precisavam da aquilo para não passarem fome , e se tornavam bandidinhos por falta de carinho , amor , que não teve de familiares .",,3
A liberdade é maior que o Sol .,,3
"A o longo de as nem muitas nem poucas páginas de o livro , criei uma relação de amor e ódio com cada um de os personagens , de modo que não lembrava de sentir algo assim antes a o ler um livro ... E ainda mais sendo um livro que trate de crianças marginalizadas de rua , um assunto um tanto quanto batido hoje em dia devido as "" cidades de deus "" e outros filmes e reportagens a respeito .","livro
personagens",3
O que de novo Jorge amado poderia ter visto ou pensado ?,,3
"A descrença só é maior quando você percebe a idade de o livro e pensa que a sociedade ali retratada iria ser muito diferente de o que vemos hoje , mas não .",,3
Até parece que em alguns pontos queremos copiar aquela Bahia de todos os santos e as negrinhas caindo em o areal .,,3
"Jorge Amado em esta obra , apesar de como sempre explorar demais a sexualidade ( em crianças !",obra,3
") construiu um mundo , ou melhor , descreveu o nosso mundo de a maneira mais tocante e infantil , seja em as despreocupações de o Gato , em o ódio de Sem-pernas , em a crueldade de Volta-Seca , em a inveja bem resolvida de Professor ou ainda em a liderança nata de Pedro Bala .",,3
"Fazendo - nos reparar : - Ei , eu já fui uma criança assim , esses sentimentos também são meus .",,3
"Não vou entrar aqui em o mérito social de a obra , até porque , olhem a o redor , não mudou muita coisa .",,3
"Link direto para a resenha em meu blog : http://croissantparisiense.blogspot.com/2011/04/resenha-capitaes-da-areia.html O clássico conta a estória de uma grupo de marginais juvenis que usam de o cais ( mais precisamente o trapiche ) como moradia e vivem de roubos , furtos , assaltos , entre outros crimes .",,3
"O grupo é liderado por Pedro Bala , um jovem com lá seus quinze anos que tomou a liderança por meio de uma briga .",,3
"Sua esperteza e astúcia lhe foram a favor , e essas eram as características que o destacava de o grupo , além de a coragem e um certo ar de superioridade .",,3
"A o longo de a narrativa , somos apresentados a os diversos personagens que compõem o grupo .",,3
O mais perceptível é a diferença existente entre todos os meninos .,,3
Aí percebemos que somente a pobreza os une .,,3
Nada mais .,,3
"Pois enquanto um deseja entrar para o seminário , ser padre e largar de vez toda a vida de pecado em que está situado ( Pirulito = devoto , cheio de imagens de santos e sempre rezando ) , outro parece mais é querer sentir o prazer de a carne , de as drogas e de a vida boa ( Gato = possui uma amante muito mais velha , trapaceia em jogos ) sem sequer mover um dedo .",,3
É de se espantar a fidelidade de esses garotos para com o grupo .,"fidelidade
de
esses
garotos
para
com
o
grupo",3
"Eles pensam como uma família , em todos , em um conjunto .",,3
"Muitas vezes os vemos agindo não por proveito próprio , mas sim por os "" irmãos "" .",,3
"Parte da aquilo que conseguem através de os crimes não fica com eles , e sim para o grupo .",,3
"Pedro Bala , o líder , é o que mais evidencia isso : está sempre pensando em todos , não somente em ele , e sempre coloca as necessidades de os outros em primeiro lugar , como doenças , brigas , fome , entre outras situações .",,3
"É em esse ambiente de pura violência que o autor insere Dora e seu irmão , ambos órfãos e ainda muito jovens , entre os Capitães de a Areia .",,3
"Inicialmente , Dora é vista como um objeto qualquer de desejo sexual , pois os garotos estavam acostumados a usar de virgens sem dó nem piedade .",,3
"É o desejo sexual que supera suas razões , atitudes que os aproximam de meros animais .",,3
"Mas com o passar de o tempo , e com uma certa dose de proteção , a garota começa a ser vista como uma mãe por todos ( aliás , quase todos ) .",,3
"Podemos ver claramente aí o que o autor quer nos dizer : esses jovens , apesar de marginais , são totalmente desprovidos de amor e carinho , e não é por conta de o fato de viverem de a violência que os tornam mais propensos a repelirem esses sentimentos - por o contrário .",,3
"Em toda a estória , em todos os perfis de os personagens , notamos a carência de amor .",,3
"Todos eles buscam o amor , cada qual com sua forma .",,3
"Todos necessitam de cuidados ... E por isso Dora passa a ser vista como a mãezinha de todos ; ela cuida , ensina , lava , coze , brinca etc. , em troca de moradia e comida ( ela não vive a vida de o crime - até certo ponto - em troca de seus serviços domésticos .",,3
") Mas para Pedro Bala , Dora é vista não como uma figura materna , mas principalmente como uma amante .",,3
"Surge um romance doce e ingênuo , paradoxalmente a o contexto em que as personagens estão encaixadas .",,3
Há uma brusca oposição de sentimentos : Pedro Bala estuprava garotas por o areial até ele se ver apaixonado por Dora e não saber como agir diante de a sexualidade de os dois .,,3
"Ele passa a querê - la a o seu lado , e a respeitá - la .",,3
"Capitães da Areia é um grupo heterogêneo , formado por diversos garotos de diversas personalidades , com suas intransigências básicas , mas cada um tentando superá - las A A favor de o bem-estar de o grupo .",,3
Há sentimentos genuínos em meio a sentimentos ignóbeis .,,3
"São verdadeiros paradoxos que confundem o leitor , e o deixa sem saber qual lado tomar : o de a justiça , que condena os criminosos , ou o de os criminosos de o grupo Capitães de a Areia , que necessitam de essa vida de crimes para sobreviver ; é impossível não se comover com a situação de eles , nem de se ver "" em cima de o muro "" .","Capitães
de
a
Areia",3
"Uma vez ciente de a vida , de o caos , e de a necessidade de os garotos , não há como julgá - los de forma tão fria e estoica quanto antes .",,3
"A escrita é fácil , fluente e recheada de gírias .",escrita,3
"Com certeza , é o livro mais "" fácil "" requerido por o vestibular de a Fuvest/Unicamp .",livro,3
"E. também , um de os melhores livros nacionais de todos os tempos !",,3
Capitães da Areia,,3
"Jorge Amado um de os melhores escritores de a nossa literatura , descreve de forma singular e magnífica a Salvador para meninos( trombadinhas ) , que têm que passar por diversas dificuldades para conseguirem sobreviver , mas também ressalta o lado positivo de a Salvador vista por o lado que a maioria não conhece .",,3
"Apesar de ter achado um pouco chato em o começo , confesso que mudei completamente de opnião sobre este livro espetacular .","começo
livro",3
"Jorge Amado a o escrever capitães de areia , usou de todos os seus talentos , é interessante como em um livro de meninos de rua , que vivem em a verdadeira miséria ; podemos encontrar assuntos tão diversoos , como : a religão , que mostra o catolicismo e o candomblé , em as figuras de o Padre José Pedro e Don'Aninha .",,3
"O amor inocente e desconhecido de Dora e Pedro bala , os prazeres de o sexo ; encontrado por os meninos antes mesmo de se tornarem adultos , a carencia por um amor fraternal , a desigualdade social e cultural , o descaso de as autoridades , os sonhos e desejos .",,3
"Os capitães de areia são crianças , pobres , sem estudos e maltrapilhas ; porém , com o coração de adultos ; preservam os amigos , respeitam as leis ; não as nossas ; mas as leis de eles , as de os capitães de areia .",,3
"É triste ler e lembrar que existem varios "" capitães de areia "" por aí .",,3
"Por as ruas , em o frio , com fome e sede , necessitando de carinho e atenção .",,3
"É triste e revoltante como existem pessoas que não se importam verdadeiramente com essas crianças , não percebem que o futuro de elas é tambem o futuro de o nosso pais .",,3
"Mas os capitães de areia , acreditam que quem escolhe o nosso destino somos em os mesmos ; e assim eles seguem , crendo que a sorte irá virar e que um dia eles estarão em o lugar de aqueles que tanto humilharam e não se importaram como eles .",,3
um de os melhores livros !,livros,3
"O livro torna o leitor íntimo de as pequenas criaturas , cada uma de elas com suas carências e ambições - de o líder Pedro Bala a o religioso Pirulito , de o ressentido e cruel Sem-Pernas a o aprendiz de cafetão Gato , de o sensato Professor a o rústico sertanejo Volta Seca .",livro,3
"Com a força de sua prosa , Jorge Amado aproxima o leitor de esses garotos e de o desejo de liberdade",,3
Esse é o livro !,,3
"Adoro já li umas 3 vezes e sempre tem aquele gostinho de Bahia , gostinho de Salvador ... qdo ando em as ruas de o centro de a cidade ou para o lado de a cidade baixa , sempre encontro o espírito dpos meninos de Jorge .",,3
A ausência de o carinho é que cria os verdadeiros monstros !,,3
"É , essa é a verdade !",,3
"Vivemos negligenciando diariamente os provérbios proferidos , e creio q o mais lembrado é justamente o mais esquecido , seja por falta de tempo ou boa vontade "" amai-vos uns a os outros "" .",,3
"Mais isso não é privilégio nosso , o mundo é hipócrita , mais o livro retrata literalmente nossa realidade , uma realidade q não se ateve a Bahia , expandindo - se até os dias atuais por todo território nacional "" infelizmente "" e eu me sinto até triste por ter em consciência de q de tudo que escrevo estou incluso em cada palavra .",,3
"; ( Mais apesar de o livro abordar um tema delicado , mostra tbm q as pessoas podem melhorar , q nem sempre se precisa de as transas de a Rapunzel , ou de uma corda , basta um fio para q possam se agarrar , mas esse fio é a confiança q deixamos de depositar , é o incentivo q teimamos em não oferecer .",,3
"Sendo assim continuamos a ser oq somos pequenos , em toda extensão de a palavra .",,3
"Leitura Obrigatória , SIM .",Leitura,3
"Infelizmente só descobri o encantavel livro "" CAPITÃES DE AREIA "" a os 17 anos .",livro,3
"é leitura obrigatória em vestibulares como a fuvest , e agradeço profundamente por isso .",,3
"Li depois de Dom Casmurro sem muita esperança , pois tinha ouvido coisas boas sobre e não o achei tão bom assim , então , comecei a ler Capitães .",,3
"Poderia jurar que esse livro foi escrito esse ano , pois é um assunto tão atual , e com uma leitura tão agradavel , que passaria fácil como atual .",livro,3
"Tenho que confessar , torci por cada um de eles , me apeguei a todos os personagens como se fossem meus amigos , pessoas conhecidas .",personagens,3
